id,title,link,picture,categories
34951,Wahlzutat Rote Grütze-Sauce,https://www.mcdonalds.com/de/de-de/product/wahlzutat-rote-grtze-sauce-4342.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4342_thumb.jpg?$Category_Desktop$,"['McFlurry®', 'McMilchshake']"
35125,Wahlzutat Himbeer-Sauce,https://www.mcdonalds.com/de/de-de/product/mcflurry-wahlzutat-himbeer-sauce-4379.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4379_thumb.jpg?$Category_Desktop$,"['McFlurry®', 'McMilchshake']"
35300,Wahlzutat Karamell-Sauce,https://www.mcdonalds.com/de/de-de/product/mcflurry-wahlzutat-karamellsauce-4315.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4315_thumb.jpg?$Category_Desktop$,"['McFlurry®', 'McMilchshake']"
35476,Wahlzutat Schoko-Sauce,https://www.mcdonalds.com/de/de-de/product/mcflurry-wahlzutat-schokosauce-4313.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4313_thumb.jpg?$Category_Desktop$,"['McFlurry®', 'McMilchshake']"
35653,Snack Salad Classic,https://www.mcdonalds.com/de/de-de/product/snack-salad-classic-3800.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/3800_thumb.jpg?$Category_Desktop$,['Salate']
35831,Ketchup 20ml,https://www.mcdonalds.com/de/de-de/product/ketchup-20ml-200033.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2210_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
36010,Mayonnaise 20ml,https://www.mcdonalds.com/de/de-de/product/mayonnaise-20ml-200034.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2220_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
36190,Buttermilk Ranch Dip 25 ml,https://www.mcdonalds.com/de/de-de/product/buttermilk-ranch-dip-25-ml-2165.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2165_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
36371,Cocktail Dip 25 ml,https://www.mcdonalds.com/de/de-de/product/cocktail-dip-25-ml-6317.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/6317_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
36553,Ranch Dip 25 ml,https://www.mcdonalds.com/de/de-de/product/ranch-dip-25-ml.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2156_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
36736,Senf Sauce 25ml,https://www.mcdonalds.com/de/de-de/product/senf-sauce-25ml-200030.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2140_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
36920,Sour Cream-Schnittlauch Dip 25ml,https://www.mcdonalds.com/de/de-de/product/sour-cream-schnittlauch-dip-25ml-200078.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/6305_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
37105,Süßsauer Sauce 25ml,https://www.mcdonalds.com/de/de-de/product/ssauer-sauce-25ml-200031.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2150_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
37291,Curry Sauce 25ml,https://www.mcdonalds.com/de/de-de/product/curry-sauce-25ml-200032.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2160_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
37478,Barbecue Sauce 25ml,https://www.mcdonalds.com/de/de-de/product/barbecue-sauce-25ml-200027.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2130_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
37666,Chili Sauce 25ml,https://www.mcdonalds.com/de/de-de/product/chili-sauce-25ml-200028.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/2135_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
37855,Balsamico Dressing 30ml,https://www.mcdonalds.com/de/de-de/product/balsamico-dressing-30ml-200047.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/3578_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
38045,Caesar Dressing 50ml,https://www.mcdonalds.com/de/de-de/product/caesar-dressing-50ml-200048.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/3580_thumb.jpg?$Category_Desktop$,['Saucen & Dressings']
